item_id	test_sample_index	target_token_index	source_rank	auto_strict_label	auto_loose_label	mapped	oracle_reason	source_node_type	target_node_type	source_node_text	target_node_text
test56_t2109_s09	56	2109	9	spurious	spurious	True	unsupported	raw_string_literal_content	raw_string_literal_content	"`\n\t\tbind_addr = ""127.0.0.1""\n\t\tdisable_anonymous_signature = true\n\t\tdisable_keyring_file = true\n\t\tenable_debug = true\n\t\tui_config {\n\t\t\tenabled = true\n\t\t}\n\t\tlog_level = ""DEBUG""\n\t\tserver = true\n\n\t\tgossip_lan = {\n\t\t\tgossip_interval = ""100ms""\n\t\t\tprobe_interval = ""100ms""\n\t\t\tprobe_timeout = ""100ms""\n\t\t\tsuspicion_mult = 3\n\t\t}\n\t\tgossip_wan = {\n\t\t\tgossip_interval = ""100ms""\n\t\t\tprobe_interval = ""100ms""\n\t\t\tprobe_timeout = ""100ms""\n\t\t\tsuspicion_mult = 3\n\t\t}\n\t\tconnect = {\n\t\t\tenabled = true\n\t\t}\n\n\t\tpeering = {\n\t\t\tenabled = true\n\t\t}\n\n\t\tperformance = {\n\t\t\traft_multiplier = 1\n\t\t}\n\t\tports = {\n\t\t\tgrpc = 8502\n\t\t}\n\t\texperiments = []\n\t`"	"`\n\t\tcheck_deregister_interval_min = ""1m""\n\t\tcheck_reap_interval = ""30s""\n\t\tae_interval = ""1m""\n\t\tsync_coordinate_rate_target = 64\n\t\tsync_coordinate_interval_min = ""15s""\n\n\t\t# SegmentNameLimit is the maximum segment name length.\n\t\tsegment_name_limit = 64\n \t\tsegment_id_limit = 256\n\t\tports = {\n\t\t\tgrpc = 8502\n\t\t}\n\t\texperiments \n\t\tpeering = {\n\t\t\t# We use peer registration for various testing\n\t\t\ttest_allow_peer_registrations = false\n\t\t}\n\t`"
test56_t2109_s10	56	2109	10	supported	supported	True	same_identifier	raw_string_literal_content	raw_string_literal_content	"`\n\t\tcheck_deregister_interval_min = ""1m""\n\t\tcheck_reap_interval = ""30s""\n\t\tae_interval = ""1m""\n\t\tsync_coordinate_rate_target = 64\n\t\tsync_coordinate_interval_min = ""15s""\n\n\t\t# SegmentNameLimit is the maximum segment name length.\n\t\tsegment_name_limit = 64\n \t\tsegment_id_limit = 256\n\t\tports = {\n\t\t\tgrpc = 8502\n\t\t}\n\t\texperiments \n\t\tpeering = {\n\t\t\t# We use peer registration for various testing\n\t\t\ttest_allow_peer_registrations = false\n\t\t}\n\t`"	"`\n\t\tcheck_deregister_interval_min = ""1m""\n\t\tcheck_reap_interval = ""30s""\n\t\tae_interval = ""1m""\n\t\tsync_coordinate_rate_target = 64\n\t\tsync_coordinate_interval_min = ""15s""\n\n\t\t# SegmentNameLimit is the maximum segment name length.\n\t\tsegment_name_limit = 64\n \t\tsegment_id_limit = 256\n\t\tports = {\n\t\t\tgrpc = 8502\n\t\t}\n\t\texperiments \n\t\tpeering = {\n\t\t\t# We use peer registration for various testing\n\t\t\ttest_allow_peer_registrations = false\n\t\t}\n\t`"
test58_t703_s01	58	703	1	spurious	spurious	False	unmapped				
test58_t703_s02	58	703	2	spurious	spurious	False	unmapped				
test58_t703_s03	58	703	3	spurious	spurious	False	unmapped				
test58_t703_s04	58	703	4	spurious	spurious	False	unmapped				
test58_t703_s05	58	703	5	spurious	spurious	False	unmapped				
test58_t703_s06	58	703	6	spurious	spurious	False	unmapped				
test58_t703_s07	58	703	7	spurious	spurious	False	unmapped				
test58_t703_s08	58	703	8	spurious	spurious	False	unmapped				
test58_t703_s09	58	703	9	spurious	supported	True	same_statement	identifier	identifier	MakeLimiters	metric
test58_t703_s10	58	703	10	spurious	spurious	False	unmapped				
test84_t347_s01	84	347	1	spurious	spurious	False	unmapped				
test84_t347_s02	84	347	2	spurious	spurious	False	unmapped				
test84_t347_s03	84	347	3	supported	supported	True	target_in_source_selector_chain	identifier	identifier	NewFmtCtx	InitialAnnotationString
test84_t347_s04	84	347	4	spurious	spurious	False	unmapped				
test84_t347_s05	84	347	5	spurious	spurious	True	unsupported	type_identifier	identifier	Annotations	InitialAnnotationString
test84_t347_s06	84	347	6	supported	supported	True	target_in_source_selector_chain	identifier	identifier	fs	InitialAnnotationString
test84_t347_s07	84	347	7	spurious	spurious	False	unmapped				
test84_t347_s08	84	347	8	spurious	spurious	True	unsupported	argument_list	identifier		InitialAnnotationString
test84_t347_s09	84	347	9	spurious	spurious	False	unmapped				
test84_t347_s10	84	347	10	spurious	spurious	False	unmapped				
test8_t1930_s01	8	1930	1	spurious	spurious	True	unsupported	function_declaration	identifier		result
test8_t1930_s02	8	1930	2	spurious	spurious	True	unsupported	identifier	identifier	keyValue	result
test8_t1930_s03	8	1930	3	spurious	spurious	False	unmapped				
test8_t1930_s04	8	1930	4	spurious	spurious	False	unmapped				
test8_t1930_s05	8	1930	5	spurious	spurious	True	unsupported	argument_list	identifier		result
test8_t1930_s06	8	1930	6	spurious	spurious	True	unsupported	identifier	identifier	expand	result
test8_t1930_s07	8	1930	7	spurious	spurious	True	unsupported	identifier	identifier	expand	result
test8_t1930_s08	8	1930	8	spurious	spurious	True	unsupported	identifier	identifier	expand	result
test8_t1930_s09	8	1930	9	spurious	spurious	True	unsupported	parameter_list	identifier		result
test8_t1930_s10	8	1930	10	spurious	spurious	False	unmapped				
test55_t477_s01	55	477	1	spurious	spurious	False	unmapped				
test55_t477_s02	55	477	2	supported	supported	True	same_identifier	raw_string_literal_content	raw_string_literal_content	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test55_t477_s03	55	477	3	spurious	supported	True	same_statement	interpreted_string_literal_content	raw_string_literal_content	"""Txn processes all the requests in one transaction"""	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test55_t477_s04	55	477	4	spurious	spurious	False	unmapped				
test55_t477_s05	55	477	5	spurious	supported	True	same_statement	interpreted_string_literal_content	raw_string_literal_content	"""Txn processes all the requests in one transaction"""	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test55_t477_s06	55	477	6	spurious	supported	True	same_statement	interpreted_string_literal_content	raw_string_literal_content	"""txn [options]"""	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test55_t477_s07	55	477	7	supported	supported	True	same_identifier	raw_string_literal_content	raw_string_literal_content	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test55_t477_s08	55	477	8	spurious	spurious	False	unmapped				
test55_t477_s09	55	477	9	supported	supported	True	same_identifier	raw_string_literal_content	raw_string_literal_content	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test55_t477_s10	55	477	10	supported	supported	True	same_identifier	raw_string_literal_content	raw_string_literal_content	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"	"`Txn reads multiple etcd requests from standard input and applies them as a single atomic transaction.\n If --interactive option is used, the user can compare keys using the greater than operator "">'.  The format for such a comparison is\n\n    mod(""key \nExample interactive stdin usage:\n\n---\netcdctl txn -i\n# compares:\nmod(""key1"") > ""0""\n\n# success requests (get, put, delete):\nput key1 ""overwrote-key1""\n\n# failure requests (get, put, delete):\nput key1 ""created-key1""\nput key2 ""some extra key""\n---\n\nRefer to https://github.com/etcd-io/etcd/blob/main/etcdctl/README.md#txn-options.`"
test18_t1992_s01	18	1992	1	spurious	spurious	True	unsupported	argument_list	if_statement		
test18_t1992_s02	18	1992	2	spurious	spurious	True	unsupported	short_var_declaration	if_statement		
test18_t1992_s03	18	1992	3	spurious	spurious	True	unsupported	argument_list	if_statement		
test18_t1992_s04	18	1992	4	spurious	spurious	True	unsupported	identifier	if_statement	visitor	
test18_t1992_s05	18	1992	5	spurious	spurious	True	unsupported	identifier	if_statement	finalObject	
test18_t1992_s06	18	1992	6	spurious	spurious	False	unmapped				
test18_t1992_s07	18	1992	7	spurious	spurious	True	unsupported	identifier	if_statement	finalObject	
test18_t1992_s08	18	1992	8	spurious	spurious	False	unmapped				
test18_t1992_s09	18	1992	9	spurious	spurious	False	unmapped				
test18_t1992_s10	18	1992	10	spurious	spurious	True	unsupported	identifier	if_statement	visitCount	
test51_t1144_s01	51	1144	1	spurious	spurious	True	unsupported	parameter_list	identifier		b
test51_t1144_s02	51	1144	2	supported	supported	True	same_identifier	identifier	identifier	b	b
test51_t1144_s03	51	1144	3	supported	supported	True	same_identifier	identifier	identifier	b	b
test51_t1144_s04	51	1144	4	spurious	spurious	False	unmapped				
test51_t1144_s05	51	1144	5	spurious	spurious	False	unmapped				
test51_t1144_s06	51	1144	6	spurious	spurious	False	unmapped				
test51_t1144_s07	51	1144	7	supported	supported	True	same_identifier	identifier	identifier	b	b
test51_t1144_s08	51	1144	8	supported	supported	True	same_identifier	identifier	identifier	b	b
test51_t1144_s09	51	1144	9	spurious	spurious	False	unmapped				
test51_t1144_s10	51	1144	10	supported	supported	True	target_in_source_selector_chain	argument_list	identifier		b
test66_t1915_s01	66	1915	1	spurious	supported	True	control_dependency	identifier	break_statement	typ	
test66_t1915_s02	66	1915	2	spurious	spurious	True	unsupported	qualified_type	break_statement		
test66_t1915_s03	66	1915	3	spurious	spurious	True	unsupported	argument_list	break_statement		
test66_t1915_s04	66	1915	4	spurious	spurious	True	unsupported	identifier	break_statement	typ	
test66_t1915_s05	66	1915	5	spurious	spurious	True	unsupported	var_declaration	break_statement		
test66_t1915_s06	66	1915	6	spurious	supported	True	same_statement	identifier	break_statement	tok	
test66_t1915_s07	66	1915	7	spurious	spurious	True	unsupported	identifier	break_statement	tok	
test66_t1915_s08	66	1915	8	spurious	supported	True	control_dependency	break_statement	break_statement		
test66_t1915_s09	66	1915	9	spurious	spurious	True	unsupported	argument_list	break_statement		
test66_t1915_s10	66	1915	10	spurious	spurious	True	unsupported	identifier	break_statement	field	
test0_t451_s01	0	451	1	supported	supported	True	same_identifier	identifier	identifier	adapter	adapter
test0_t451_s02	0	451	2	spurious	spurious	False	unmapped				
test0_t451_s03	0	451	3	spurious	spurious	True	unsupported	identifier	identifier	cfg	adapter
test0_t451_s04	0	451	4	spurious	spurious	False	unmapped				
test0_t451_s05	0	451	5	supported	supported	True	same_identifier	identifier	identifier	adapter	adapter
test0_t451_s06	0	451	6	supported	supported	True	same_identifier	identifier	identifier	adapter	adapter
test0_t451_s07	0	451	7	spurious	spurious	False	unmapped				
test0_t451_s08	0	451	8	spurious	spurious	False	unmapped				
test0_t451_s09	0	451	9	supported	supported	True	same_identifier	identifier	identifier	adapter	adapter
test0_t451_s10	0	451	10	supported	supported	True	same_identifier	identifier	identifier	adapter	adapter
test86_t584_s01	86	584	1	spurious	supported	True	same_statement	selector_expression	field_identifier		With
test86_t584_s02	86	584	2	spurious	spurious	False	unmapped				
test86_t584_s03	86	584	3	spurious	spurious	False	unmapped				
test86_t584_s04	86	584	4	spurious	spurious	False	unmapped				
test86_t584_s05	86	584	5	spurious	spurious	False	unmapped				
test86_t584_s06	86	584	6	spurious	spurious	False	unmapped				
test86_t584_s07	86	584	7	spurious	spurious	True	unsupported	field_identifier	field_identifier	Observe	With
test86_t584_s08	86	584	8	supported	supported	True	source_in_target_selector_chain	identifier	field_identifier	h	With
test86_t584_s09	86	584	9	spurious	spurious	True	unsupported	field_identifier	field_identifier	Observe	With
test86_t584_s10	86	584	10	spurious	spurious	False	unmapped				
test38_t334_s01	38	334	1	supported	supported	True	target_in_source_selector_chain	argument_list	identifier		res
test38_t334_s02	38	334	2	supported	supported	True	target_in_source_selector_chain	argument_list	identifier		res
test38_t334_s03	38	334	3	spurious	supported	True	control_dependency	field_identifier	identifier	HasSuffix	res
test38_t334_s04	38	334	4	supported	supported	True	same_identifier	identifier	identifier	res	res
test38_t334_s05	38	334	5	spurious	spurious	True	unsupported	index_expression	identifier		res
test38_t334_s06	38	334	6	supported	supported	True	same_identifier	identifier	identifier	res	res
test38_t334_s07	38	334	7	supported	supported	True	same_identifier	identifier	identifier	res	res
test38_t334_s08	38	334	8	spurious	spurious	False	unmapped				
test38_t334_s09	38	334	9	spurious	supported	True	control_dependency	short_var_declaration	identifier		res
test38_t334_s10	38	334	10	spurious	spurious	True	unsupported	identifier	identifier	ps	res
test79_t1351_s01	79	1351	1	spurious	spurious	True	unsupported	identifier	ERROR	ord	
test79_t1351_s02	79	1351	2	spurious	spurious	True	unsupported	identifier	ERROR	_	
test79_t1351_s03	79	1351	3	spurious	spurious	True	unsupported	short_var_declaration	ERROR		
test79_t1351_s04	79	1351	4	spurious	spurious	False	unmapped				
test79_t1351_s05	79	1351	5	spurious	spurious	True	unsupported	slice_expression	ERROR		
test79_t1351_s06	79	1351	6	spurious	spurious	False	unmapped				
test79_t1351_s07	79	1351	7	spurious	spurious	False	unmapped				
test79_t1351_s08	79	1351	8	spurious	spurious	True	unsupported	package_identifier	ERROR	nextChunkRow	
test79_t1351_s09	79	1351	9	spurious	spurious	True	unsupported	range_clause	ERROR		
test79_t1351_s10	79	1351	10	spurious	spurious	True	unsupported	ERROR	ERROR		
test95_t1815_s01	95	1815	1	supported	supported	True	source_in_target_selector_chain	identifier	field_identifier	errors	Newf
test95_t1815_s02	95	1815	2	spurious	supported	True	same_statement	return_statement	field_identifier		Newf
test95_t1815_s03	95	1815	3	spurious	spurious	False	unmapped				
test95_t1815_s04	95	1815	4	spurious	spurious	True	unsupported	comment	field_identifier		Newf
test95_t1815_s05	95	1815	5	spurious	spurious	False	unmapped				
test95_t1815_s06	95	1815	6	spurious	spurious	False	unmapped				
test95_t1815_s07	95	1815	7	spurious	spurious	True	unsupported	comment	field_identifier		Newf
test95_t1815_s08	95	1815	8	spurious	spurious	True	unsupported	comment	field_identifier		Newf
test95_t1815_s09	95	1815	9	spurious	spurious	False	unmapped				
test95_t1815_s10	95	1815	10	spurious	spurious	True	unsupported	comment	field_identifier		Newf
test65_t984_s01	65	984	1	supported	supported	True	source_in_target_selector_chain	identifier	field_identifier	iter	ReadInterface
test65_t984_s02	65	984	2	spurious	spurious	True	unsupported	selector_expression	field_identifier		ReadInterface
test65_t984_s03	65	984	3	spurious	spurious	True	unsupported	selector_expression	field_identifier		ReadInterface
test65_t984_s04	65	984	4	spurious	spurious	True	unsupported	selector_expression	field_identifier		ReadInterface
test65_t984_s05	65	984	5	supported	supported	True	source_in_target_selector_chain	identifier	field_identifier	iter	ReadInterface
test65_t984_s06	65	984	6	spurious	spurious	True	unsupported	field_identifier	field_identifier	ResetBytes	ReadInterface
test65_t984_s07	65	984	7	spurious	spurious	False	unmapped				
test65_t984_s08	65	984	8	spurious	spurious	True	unsupported	selector_expression	field_identifier		ReadInterface
test65_t984_s09	65	984	9	spurious	spurious	False	unmapped				
test65_t984_s10	65	984	10	spurious	spurious	True	unsupported	selector_expression	field_identifier		ReadInterface
test90_t1677_s01	90	1677	1	spurious	supported	True	control_dependency	field_identifier	identifier	OuterCols	outerColID
test90_t1677_s02	90	1677	2	spurious	supported	True	control_dependency	argument_list	identifier		outerColID
test90_t1677_s03	90	1677	3	spurious	supported	True	control_dependency	identifier	identifier	lookupExprCols	outerColID
test90_t1677_s04	90	1677	4	spurious	spurious	True	unsupported	identifier	identifier	md	outerColID
test90_t1677_s05	90	1677	5	spurious	supported	True	control_dependency	selector_expression	identifier		outerColID
test90_t1677_s06	90	1677	6	spurious	spurious	False	unmapped				
test90_t1677_s07	90	1677	7	spurious	supported	True	control_dependency	selector_expression	identifier		outerColID
test90_t1677_s08	90	1677	8	spurious	supported	True	control_dependency	identifier	identifier	md	outerColID
test90_t1677_s09	90	1677	9	spurious	spurious	True	unsupported	type_identifier	identifier	ColumnID	outerColID
test90_t1677_s10	90	1677	10	spurious	supported	True	control_dependency	selector_expression	identifier		outerColID
test57_t1794_s01	57	1794	1	supported	supported	True	same_identifier	identifier	identifier	t	t
test57_t1794_s02	57	1794	2	supported	supported	True	same_identifier	identifier	identifier	t	t
test57_t1794_s03	57	1794	3	supported	supported	True	same_identifier	identifier	identifier	t	t
test57_t1794_s04	57	1794	4	spurious	spurious	False	unmapped				
test57_t1794_s05	57	1794	5	spurious	spurious	False	unmapped				
test57_t1794_s06	57	1794	6	spurious	spurious	False	unmapped				
test57_t1794_s07	57	1794	7	supported	supported	True	same_identifier	identifier	identifier	t	t
test57_t1794_s08	57	1794	8	supported	supported	True	same_identifier	identifier	identifier	t	t
test57_t1794_s09	57	1794	9	spurious	spurious	False	unmapped				
test57_t1794_s10	57	1794	10	spurious	supported	True	control_dependency	short_var_declaration	identifier		t
test41_t1168_s01	41	1168	1	spurious	spurious	False	unmapped				
test41_t1168_s02	41	1168	2	supported	supported	True	same_identifier	raw_string_literal_content	raw_string_literal_content	"`[[inputs.%s]]\n  ## Docker Endpoint\n  ##   To use TCP, set endpoint = ""tcp://[ip]:[port]""\n  ##   To use environment variables (ie, docker-machine), set endpoint = ""ENV""\n  endpoint = ""%s""\n  #\n  ## Set to true to collect Swarm metrics(desired_replicas, running_replicas)\n  gather_services = false\n  #\n  ## Only collect metrics for these containers, collect all if empty\n  container_names = []\n  #\n  ## Set the source tag for the metrics to the container ID hostname, eg first 12 chars\n  source_tag = false\n  #\n  ## Containers to include and exclude. Globs accepted.\n  ## Note that an empty array for both will include all containers\n  container_name_include = []\n  container_name_exclude = []\n  #\n  ## Container states to include and exclude. Globs accepted.\n  ## When empty only containers in the ""running"" state will be captured.\n  ## example: container_state_include = [""created"", ""restarting"", ""running"", ""removing"", ""paused"", ""exited"", ""dead""]\n  ## example: container_state_exclude = [""created"", ""restarting"", ""running"", ""removing"", ""paused"", ""exited"", ""dead""]\n  # container_state_include = []\n  # container_state_exclude = []\n  #\n  ## Timeout for docker list, info, and stats commands\n  timeout = ""5s""\n  #\n  ## Whether to report for each container per-device blkio (8:0, 8:1...),\n  ## network (eth0, eth1, ...) and cpu (cpu0, cpu1, ...) stats or not.\n  ## Usage of this setting is discouraged since it will be deprecated in favor of 'perdevice_include'.   ## Set to true to report for each container per device blkio, network (eth0, eth1,...)   #\n  ## Specifies for which classes a per-device metric should be issued\n  ## Possible values are 'cpu' (cpu0, cpu1, ...), 'blkio' (8:0, 8:1, ...) and 'network' (eth0, eth1, ...)\n  ## Please note that this setting has no effect if 'perdevice' is set to 'true'\n  # perdevice_include = [""cpu""]\n  #\n  ## Whether to report for each container total blkio and network stats or not.\n  ## Usage of this setting is discouraged since it will be deprecated in favor of 'total_include'.\n  ## Default value is 'false' for backwards compatibility, please set it to 'true' so that 'total_include' setting\n  ## is honored.\n  total = false\n  #\n  ## Specifies for which classes a total metric should be issued. Total is an aggregated of the 'perdevice' values.\n  ## Possible values are 'cpu', 'blkio' and 'network'\n  ## Total 'cpu' is reported directly by Docker daemon, and 'network' and 'blkio' totals are aggregated by this plugin.\n  ## Please note that this setting has no effect if 'total' is set to 'false'\n  # total_include = [""cpu"", ""blkio"", ""network""]\n  #\n  ## Which environment variables should we use as a tag\n  ##tag_env = [""JAVA_HOME"", ""HEAP_SIZE""]\n  #\n  ## docker labels to include and exclude as tags.  Globs accepted.\n  ## Note that an empty array for both will include all labels as tags\n  docker_label_include = []\n  docker_label_exclude = []\n  #\n  ## Optional TLS Config\n  # tls_ca = ""/etc/telegraf/ca.pem""\n  # tls_cert = ""/etc/telegraf/cert.pem""\n  # tls_key = ""/etc/telegraf/key.pem""\n  ## Use TLS but skip chain & host verification\n  # insecure_skip_verify = false\n`"	"`[[inputs.%s]]\n  ## Docker Endpoint\n  ##   To use TCP, set endpoint = ""tcp://[ip]:[port]""\n  ##   To use environment variables (ie, docker-machine), set endpoint = ""ENV""\n  endpoint = ""%s""\n  #\n  ## Set to true to collect Swarm metrics(desired_replicas, running_replicas)\n  gather_services = false\n  #\n  ## Only collect metrics for these containers, collect all if empty\n  container_names = []\n  #\n  ## Set the source tag for the metrics to the container ID hostname, eg first 12 chars\n  source_tag = false\n  #\n  ## Containers to include and exclude. Globs accepted.\n  ## Note that an empty array for both will include all containers\n  container_name_include = []\n  container_name_exclude = []\n  #\n  ## Container states to include and exclude. Globs accepted.\n  ## When empty only containers in the ""running"" state will be captured.\n  ## example: container_state_include = [""created"", ""restarting"", ""running"", ""removing"", ""paused"", ""exited"", ""dead""]\n  ## example: container_state_exclude = [""created"", ""restarting"", ""running"", ""removing"", ""paused"", ""exited"", ""dead""]\n  # container_state_include = []\n  # container_state_exclude = []\n  #\n  ## Timeout for docker list, info, and stats commands\n  timeout = ""5s""\n  #\n  ## Whether to report for each container per-device blkio (8:0, 8:1...),\n  ## network (eth0, eth1, ...) and cpu (cpu0, cpu1, ...) stats or not.\n  ## Usage of this setting is discouraged since it will be deprecated in favor of 'perdevice_include'.   ## Set to true to report for each container per device blkio, network (eth0, eth1,...)   #\n  ## Specifies for which classes a per-device metric should be issued\n  ## Possible values are 'cpu' (cpu0, cpu1, ...), 'blkio' (8:0, 8:1, ...) and 'network' (eth0, eth1, ...)\n  ## Please note that this setting has no effect if 'perdevice' is set to 'true'\n  # perdevice_include = [""cpu""]\n  #\n  ## Whether to report for each container total blkio and network stats or not.\n  ## Usage of this setting is discouraged since it will be deprecated in favor of 'total_include'.\n  ## Default value is 'false' for backwards compatibility, please set it to 'true' so that 'total_include' setting\n  ## is honored.\n  total = false\n  #\n  ## Specifies for which classes a total metric should be issued. Total is an aggregated of the 'perdevice' values.\n  ## Possible values are 'cpu', 'blkio' and 'network'\n  ## Total 'cpu' is reported directly by Docker daemon, and 'network' and 'blkio' totals are aggregated by this plugin.\n  ## Please note that this setting has no effect if 'total' is set to 'false'\n  # total_include = [""cpu"", ""blkio"", ""network""]\n  #\n  ## Which environment variables should we use as a tag\n  ##tag_env = [""JAVA_HOME"", ""HEAP_SIZE""]\n  #\n  ## docker labels to include and exclude as tags.  Globs accepted.\n  ## Note that an empty array for both will include all labels as tags\n  docker_label_include = []\n  docker_label_exclude = []\n  #\n  ## Optional TLS Config\n  # tls_ca = ""/etc/telegraf/ca.pem""\n  # tls_cert = ""/etc/telegraf/cert.pem""\n  # tls_key = ""/etc/telegraf/key.pem""\n  ## Use TLS but skip chain & host verification\n  # insecure_skip_verify = false\n`"
