item_id	case_order	source_order	test_sample_index	task_id	target_token_index	target_token	generated_first_error	reference_token	source_rank	source_token_index	source_token	alti_saliency	source_context	target_context	generated_completion_preview	reference_completion_preview	full_generated_code_path	full_reference_code_path	full_generated_completion_path	full_reference_completion_path	full_prompt_path	human_label	human_confidence	human_rationale
test70_t1288_s02	8	2	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	2	371	SELECT	0.006637	1 0 0 0 0 0 )\n )\n [SOURCE:SELECT] \n \tC ASE  WHEN  EXISTS  (\n \t \tSELECT	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s03	8	3	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	3	1134	SELECT	0.003405	1 :: REG CLASS \n \t \t )\n [SOURCE:SELECT] \n \t EX ISTS (\n \t \tSELECT \n	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s04	8	4	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	4	1232	 database	0.003105	))\n func  ( og  * operation Generator ) [SOURCE: database] Is Multi Region (ctx  context .Context ,  tx	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s05	8	5	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	5	437	SELECT	0.005732	\tctx ,\n \t \ttx ,\n \t \t `\n [SOURCE:SELECT] \n \tjson _array _length (\n \t \tC OA	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s06	8	6	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	6	287	\tSELECT	0.007614	 tx ,  `\n WITH  enum _members  AS  (\n [SOURCE:\tSELECT] \n \t\t\t \tjson _array _elements (\n \t\t\t\t\t \tcr	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s07	8	7	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	7	1208	Multi	0.004384	 ( og  * operation Generator )  database Is [SOURCE:Multi] Region (( ctx  context .Context ,  tx  pg	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s08	8	8	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	8	895	 Scan	0.002089	\t }\n\n \t region Col ,  err  := [SOURCE: Scan] [string ]( ctx ,  og ,  tx ,	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s09	8	9	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	9	1137	EX	0.002638	CLASS \n \t \t )\n SELECT \n \t [SOURCE:EX] ISTS (\n \t \tSELECT \n \t\t \t 1	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test70_t1288_s10	8	10	70	test70	1288	SELECT	SELECT	`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`	10	973	SELECT	0.003303	1 :: REG CLASS \n \t \t )\n [SOURCE:SELECT] \n \tC OA LES CE  ( d ->	assistant \n \t \ttx ,\n \t \t ` [TARGET:SELECT] \n \t EX ISTS (\n \t  SELECT  	\t\ttx,\n\t\t`SELECT\n\tEXISTS(\n\t SELECT 1\n\t FROM\n\t\t system.locality_configurations\n\t WHERE\n\t\t id	\t\ttx,\n\t\t`SELECT EXISTS (SELECT * FROM [SHOW REGIONS FROM DATABASE])`,\n\t)	spurious_correlation_results/human_annotation/full_code/test70/generated.go	spurious_correlation_results/human_annotation/full_code/test70/reference.go	spurious_correlation_results/human_annotation/full_code/test70/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test70/prompt.txt			
test39_t987_s01	9	1	39	test39	987	\tif	if	p	1	139	notify	0.016684	""";  "" time "";  "" github .com /fs [SOURCE:notify] /fs notify "";  "" github .com /gr af"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s02	9	2	39	test39	987	\tif	if	p	2	909	 dir	0.018007	 p  :=  range  d .paths  {\n \t \tif [SOURCE: dir] ,  _  :=  filepath .Split (p );  dir	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s03	9	3	39	test39	987	\tif	if	p	3	96	context	0.003474	"/  Below  is  the  imported  package  path  "" [SOURCE:context] "";  "" encoding /json "";  "" errors "";"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s04	9	4	39	test39	987	\tif	if	p	4	141	notify	0.005051	"time "";  "" github .com /fs notify /fs [SOURCE:notify] "";  "" github .com /gr af ana /"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s05	9	5	39	test39	987	\tif	if	p	5	916	);	0.009826	"\tif  dir ,  _  :=  filepath .Split (p [SOURCE:);]  dir  !=  """"  {  < M ID >"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s06	9	6	39	test39	987	\tif	if	p	6	908	\tif	0.015078	 _,  p  :=  range  d .paths  {\n \t [SOURCE:\tif]  dir ,  _  :=  filepath .Split (p );	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s07	9	7	39	test39	987	\tif	if	p	7	912	 :=	0.013022	" d .paths  {\n \t \tif  dir ,  _ [SOURCE: :=]  filepath .Split (p );  dir  !=  """"  {"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s08	9	8	39	test39	987	\tif	if	p	8	899	\tfor	0.010395	"\tpanic ("" no  watcher  configured "")\n \t }\n [SOURCE:\tfor]  _,  p  :=  range  d .paths  {\n \t"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s09	9	9	39	test39	987	\tif	if	p	9	124	/filepath	0.007692	" "" maps "";  "" os "";  "" path [SOURCE:/filepath] "";  "" strings "";  "" sync "";  """	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test39_t987_s10	9	10	39	test39	987	\tif	if	p	10	112	log	0.005332	""";  "" fmt "";  "" io "";  "" [SOURCE:log] /s log "";  "" maps "";  "" os"	 are  returned <|im_end|> \n <|im_start|> assistant \n \t\t [TARGET:\tif]  err  :=  os .M kdir All (dir ,	\t\t\tif err := os.MkdirAll(dir, 0o755); err != nil && !os.IsExist(err) {\n\t\t\t\td.logger.Error	"\t\t\tp = dir\n\t\t} else {\n\t\t\tp = ""./"""	spurious_correlation_results/human_annotation/full_code/test39/generated.go	spurious_correlation_results/human_annotation/full_code/test39/reference.go	spurious_correlation_results/human_annotation/full_code/test39/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test39/prompt.txt			
test21_t406_s01	10	1	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	1	405	f	0.023372	" returned <|im_end|> \n <|im_start|> assistant \n \t \ttrace [SOURCE:f] ("" uint  available  for  flag  name  %[ 1"	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s02	10	2	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	2	404	\ttrace	0.049206	" are  returned <|im_end|> \n <|im_start|> assistant \n \t [SOURCE:\ttrace] f ("" uint  available  for  flag  name  %["	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s03	10	3	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	3	355	f	0.025262	" < M ID >   \t }\n\n \ttrace [SOURCE:f] ("" uint  NOT  available  for  flag  name  %["	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s04	10	4	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	4	337	 ok	0.006243	 name  string )  T  {\n \tif  v , [SOURCE: ok]  :=  cmd .Value (name ).( T );  ok	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s05	10	5	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	5	94	unsafe	0.011933	" the  imported  package  path  "" strconv "";  "" [SOURCE:unsafe] ""  The  receiver  struct  definitions  of  the  function"	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s06	10	6	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	6	359	 available	0.007279	"  \t }\n\n \ttrace f ("" uint  NOT [SOURCE: available]  for  flag  name  %[ 1 ] q  ("	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s07	10	7	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	7	361	 flag	0.004159	"}\n\n \ttrace f ("" uint  NOT  available  for [SOURCE: flag]  name  %[ 1 ] q  ( cmd =%"	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s08	10	8	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	8	70	/cli	0.017007	 package  path : github .com / urf ave [SOURCE:/cli]  Below  is  the  code  repository :  github .com	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s09	10	9	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	9	151	 Uint	0.012717	 function  is  func  ( cmd  * Command ) [SOURCE: Uint] (name  string )  uint  {\n \treturn  get Uint	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test21_t406_s10	10	10	21	test21	406	"("""	"""uint available for flag name %[1]q (cmd=%[2]q)"""	"""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"""	10	363	 %[	0.028805	"f ("" uint  NOT  available  for  flag  name [SOURCE: %[] 1 ] q  ( cmd =% [ 2"	"<|im_end|> \n <|im_start|> assistant \n \t \ttrace f [TARGET:(""] uint  available  for  flag  name  %[ 1 ]"	"\t\ttracef(""uint available for flag name %[1]q (cmd=%[2]q)"", name, cmd.Name)\n\t\treturn v"	"\t\ttracef(""uint available for flag name %[1]q with value=%[2]v (cmd=%[3]q)"", name, v, cmd.Name)\n\n\t\treturn v"	spurious_correlation_results/human_annotation/full_code/test21/generated.go	spurious_correlation_results/human_annotation/full_code/test21/reference.go	spurious_correlation_results/human_annotation/full_code/test21/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test21/prompt.txt			
test91_t302_s01	11	1	91	test91	302	 m	m	len	1	230	m	0.004797	)  Size ()  n  int \n func  ( [SOURCE:m]  * Pre conditions )  Size ()  ( n	<|im_end|> \n <|im_start|> assistant \n \t \tl  = [TARGET: m] .U ID .Size ()\n \t \tn  +=  	\t\tl = m.UID.Size()\n\t\tn += 1 + l + sovGenerated(uint64(l))	\t\tl = len(*m.UID)\n\t\tn += 1 + l + sovGenerated(uint64(l))	spurious_correlation_results/human_annotation/full_code/test91/generated.go	spurious_correlation_results/human_annotation/full_code/test91/reference.go	spurious_correlation_results/human_annotation/full_code/test91/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test91/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test91/prompt.txt			
